frame,head_tilt,shoulder_angle,left_knee,right_knee,left_hip,right_hip,left_ankle,right_ankle
56,3.518748757580199,29.071139690303465,150.6704085182767,151.89982239043613,52.95054608512213,41.7746049272385,53.02717178640034,55.59311996159887
57,0.20546879246796712,15.208951718976067,156.2791486427372,154.8497310831877,55.27360035438223,46.71258551736242,53.36413660227349,54.783468139701206
58,2.6972351652798077,107.80298683720156,159.19187458778708,154.6423009200233,66.8826369897368,56.158577704193185,52.01544597925299,52.43410789353528
59,4.004270458233721,122.72338145676655,161.8503140312746,155.08562932544157,72.55183943691404,62.21645167144518,51.35137822844008,50.78072537917293
60,4.494613829433411,123.83033320476564,162.557529524567,162.0239312037538,86.01717744348646,76.43053610742072,47.12864713537819,51.559177933365454
61,8.393985338042054,91.73511954069615,167.25509288368903,171.6492962433706,104.95630226330682,118.35238446216584,44.88713429889741,50.36863922234449
62,14.72544300311249,87.57201539526206,162.38949650812253,166.96742795426496,130.9481323364774,155.1275774213219,32.050419634975675,13.964278388902336
63,14.659621055506888,78.35519692890625,164.6538647973848,167.87282361819288,146.10881757104386,169.37909531223846,27.091560599914185,13.204519743863143
64,13.56167039307613,75.8179892358567,159.4160784746079,173.8886717848252,146.68291196106762,143.765257069235,23.211566406179973,27.07359240530495
65,10.454502876912322,72.44792063266618,163.09359348239516,132.24383350700867,157.29296349151218,130.53099969263374,21.406126632142556,17.789749496627284
66,6.426502526549152,74.66414420767855,167.23840142714846,176.71060326914707,164.7125934203068,126.58081816739617,20.578856304232666,28.766976935899798
67,6.375589145073372,70.41439450881116,175.3804090445543,178.7076589318857,176.84965233113147,120.9750053061912,19.58697667967506,34.834014186344966
68,6.659630477288603,65.24639070939268,174.21986403390198,142.34886968316783,171.94855339800435,123.01710603929752,11.026100656982134,63.486508301364964
69,7.031783350327264,64.51370653845235,177.78735782419133,127.14148023479012,168.26761665736728,132.52165509683914,12.800135003277484,69.02006022221487
70,8.503165895655425,66.20993204859421,179.21895600311885,118.60702405614411,171.72422245344674,148.27491994482742,9.201741367011492,63.95462397272009
71,9.130609293858072,66.8335575232922,177.37407624691681,94.67088193023055,170.6496499673284,167.08404928159212,8.503043796172744,69.5588090365202
72,7.3956683942375046,68.49814824024503,174.60048072564044,80.90489463527304,166.5109212533616,179.55396674406433,7.248394065996965,71.41669084251454
73,8.500766246895234,68.39943975358092,178.0300631383025,77.65766264831383,160.63567882474354,178.41834656253616,0.9209186620123296,73.04072966935625
74,14.408865905449563,68.844036967251,162.36400465305093,66.73797378174677,178.73557266344756,163.8120562610166,10.731880584180383,73.2069066785035
75,12.5606281125217,69.31150348161394,144.66084094890914,62.40260309254086,174.85421844492208,157.45588450445152,25.564092450756206,72.12467029697571
76,10.597268715623743,69.5925730811264,144.5110487305649,58.958660625693604,175.50361938966685,152.1877255381903,25.345364122428094,70.27587835206124
77,11.138031478275378,68.83664910090955,146.2315072684151,57.08068280177803,178.4719308454321,148.8908619486821,28.60703088742866,67.79952920838382
78,12.217769533750927,69.47161767579782,150.05114501825855,63.24994323434667,176.17312043824734,148.4364164487275,28.174181771485408,61.73889602528117
79,14.376783184705507,71.40131987414694,147.86944248115717,69.78100789760806,177.260841427511,144.96814469064702,28.92189499750637,53.892611544016894
80,13.159650981702221,72.7085052791438,147.5117389465147,69.64996569036238,175.4378876376751,142.29517196079235,29.5137634111337,52.56178732092889
81,13.761064679969975,74.03224841064204,145.59563109320118,73.66885714479017,172.5230588634012,139.2961804291187,30.370070121843455,46.96252149526498
82,15.019374915277403,74.08099653672957,144.858562992188,78.36896240199057,170.1383319297658,137.80208786498645,30.86122004905498,41.210404779765774
83,15.491976400551286,74.12553352004763,146.87768450693827,97.872205750694,170.1637315533423,137.8311746073825,30.08749106591524,21.656927591868392
84,16.56009398486701,74.58403095564668,153.16510634297677,118.7191795349768,178.5167576644708,137.48420197213986,32.51540392800982,1.1985829277272246
85,16.55374246043989,76.39619857298504,155.72544079598455,133.2423863826148,179.73815172427223,137.44210435198534,31.652122130047324,11.475033241469767
86,17.019606332373463,76.7845938621617,163.4997628179769,141.2563996256883,173.92243859829856,138.7348653238303,29.06304010922972,17.83594133213436
87,17.190250238052304,77.34989525434094,162.48408997277087,151.24238194555778,172.09172272724643,140.61516328378158,31.762635291150524,25.904722033864996
88,17.213662834605632,78.24744409877954,170.32360220880992,159.37098680263134,167.99143995825744,141.7237449353463,28.59490139254071,32.31163721784672
89,17.372416445064434,77.88444661731394,173.24445964443282,160.7899868257218,164.9733172738312,142.74018135728122,29.807277851078062,32.857843494962424
90,16.976336024674758,78.49704557054838,174.3504146329884,162.91654247076414,163.27511257960438,142.75390057615354,31.186782130126783,34.41940368257937
91,16.654841878487908,77.60770615587656,174.57445992035414,167.09791177998414,160.6294802277463,144.967385799987,34.54174622330164,37.12307083206148
92,17.51803580638448,76.87484630485159,174.60333567364935,167.75229551536435,158.77397520501597,145.92408270452157,37.19005871036548,37.35305154995946
93,16.774674655028676,76.15855857019037,171.46865565339613,168.17736121248018,158.7303599815332,149.01529817914636,39.857864294240294,35.98816052370156
94,17.500169187377377,74.42575735128824,167.0733779973261,168.58180652947416,159.13700091119276,152.1200615069571,43.393349666048785,34.815494833421035
95,18.35010710246908,72.68720494013398,166.8686719242432,168.4312801008283,152.95319150238748,155.96763943283366,46.879184123972415,32.44489749779439
96,17.762300264065924,68.85394649982803,164.4849788948557,167.1102114147925,148.27667099378198,162.98647875706385,50.4349772974392,28.12056243492707
97,17.307274718397306,69.5278377789271,159.68753132779622,162.43468527529575,146.93731988932933,161.759025375495,54.685429957052236,24.21253798633009
98,15.333842465730491,68.54207737689883,150.22105185389358,160.87064790293945,149.47161030172953,165.4450318002784,59.747303949125566,20.65702020038381
99,14.543983798591576,68.23055526456125,147.53267515561035,161.8878572934127,149.50249650292895,167.72316753807746,62.33002962321752,19.671523564278907
100,13.920707611549233,66.11553563262552,141.2592103364743,163.2681084560303,149.08767370674406,172.69085983914397,66.63642821803548,18.02498789970837
101,13.325408388094234,66.13016884970912,130.2879654890218,161.02476674045647,152.9409114207354,175.30986388456805,70.62198666643398,13.102961992487838
102,12.927674837706078,66.62687809221889,121.76693933667738,162.42593576129596,161.19304476099035,178.40137002570583,72.41857642326202,11.300350689251506
103,10.670930582587884,66.51880910904161,117.24680535075377,157.12033137297803,163.4959027139572,179.51282681303087,73.19926127323332,5.248794126447957
104,9.493701090854872,69.87188488666985,120.92314639369164,151.41333350897764,155.28489520514773,173.79429618441722,73.63357150451455,2.14246453406241
105,8.396368206246466,69.3145237733444,117.8311293960387,137.63565976690802,157.48629702968452,169.8436513704789,73.98752778485817,6.922550060300155
106,8.403339470809243,78.06956852315848,100.97230960511627,105.69142313802877,178.9600617155516,145.2729085109227,74.42294331041845,23.511452858853495
107,7.784736793932273,78.33891562568098,81.93319870392074,100.18930029801211,162.40452742578012,144.96056720684916,76.23984846971884,29.175797149357145
108,7.290805628689795,75.78872769212718,67.0684163336505,87.13924595386858,148.82704114405146,144.7117324276564,77.32706426325504,39.616205043997695
109,6.80036091610065,81.55855309356586,53.916068429882735,95.15716105012156,136.26376917818993,139.5906440519167,76.45584878971198,32.291697087625636
110,7.613440994745989,78.64182580432346,46.11314760245062,114.50658461026174,132.9037171641898,152.89718508892145,77.47204207820569,23.956100609002252
111,7.295981251181273,76.66535542570197,48.60579201604668,108.30524841863914,133.89591456233396,155.8018314006405,75.12689183254571,30.9991667161442
112,7.7122080348044,80.79444417313769,49.85708210715402,108.06531401512511,130.68608039704253,154.09561539837583,70.35311488906805,33.909692896253034
113,7.007227733733592,83.91066081855851,53.931261275886484,127.6130284261707,132.00190723841447,159.31611628701847,66.39448686202587,22.30409986997988
114,6.571435356352349,87.25618994957836,61.1241407586495,131.19467149303034,131.70879426276258,159.45551293899857,59.798782049080835,22.03061117602416
115,6.6831257236824655,89.90072570550062,68.84680317191129,137.74639239802718,132.166754254299,164.0005764156253,53.57271831552686,22.672083620007893
116,6.720539226523485,88.55681891060527,83.10530437447686,142.67044931966436,134.25456010072494,171.03845906633924,41.36795299006093,23.182783585982428
117,6.07452052836801,90.01076220503388,100.92840059539411,140.769852006865,135.72210820100346,171.5680953738518,25.245381230539728,25.98741098408315
118,4.451297447046907,96.35214401507027,124.40295311092237,136.86509910287955,138.0893362073761,168.06333310174938,3.8637767913329037,30.63710107648806
119,3.4038542323657874,102.3417751138052,149.0849659661949,137.20087046855335,139.68762038826972,166.1640852517529,18.205741459954783,32.50371906822978
120,2.241584439294906,109.24311579132232,159.44777323237227,138.9046265095542,140.64771460329223,164.63913577227368,26.433949547841227,33.052618946563435
121,0.4674664203721747,124.08450745893617,174.1181260701672,146.74649125385275,142.66311231436106,169.54184830322558,37.56297418700028,32.35166980069874
122,1.7134027714384288,137.90080144037282,173.78498291276892,154.5411146206431,141.71512882653244,178.06662699917283,38.049109889044786,32.366934404854995
123,2.6947190931067047,161.73796452769605,177.32074788157993,160.25424686203618,148.67243878681194,177.50888850915737,42.04730421464003,31.864767490171843
124,1.126582619959221,132.8360601275817,170.90537753142706,159.39714284136403,152.56838335634598,174.77712445837508,43.90347623599866,34.37386506913759
125,0.10346305345128712,120.56109888343845,167.18104695372662,155.8473935278974,154.8414741327371,174.97445453818247,44.77539279174326,36.836501653277246
126,0.6415993017398081,126.14054736981008,167.83527251811844,157.08789578629631,155.16044863577184,171.32531811913483,44.08463347838943,38.309674218139804
127,1.10650886762634,133.30993582902673,172.93603259456646,155.77408912283875,152.99222676197806,170.80225690820222,41.049889492597224,39.975881433747475
128,0.0844869853092267,116.84528129612984,178.5078545252431,156.5452497196039,153.14821637449322,166.7384340568227,36.10734117902567,41.62085604183984
129,2.309377351372482,103.91356116664346,176.294472624347,153.82142111618376,151.51855461862885,163.6317791842432,31.688979142051455,44.902268666687085
130,2.2353497903343755,103.15029482338386,172.04066672248024,148.4583030122236,148.7631353718714,164.89724220489185,29.279349230529032,48.481815514964346
131,5.5770657815294085,96.18983366335996,168.52158202651663,139.82030953737896,148.59863753164174,167.27624819598879,24.87592297446092,52.81626908756843
132,4.618810124684766,95.71429790852844,170.67863395685728,136.12618231025075,155.34750780898466,166.23122039958682,23.1492536881821,56.27052381383365
133,3.8911475822005945,95.1557270002435,165.5978949932102,128.19944053157147,158.37111385659733,169.0759790376035,17.77374168550331,59.882391260331154
134,5.622959290503896,91.94590322719267,164.8466476646871,121.90345583343702,160.85402358516353,170.76594295124403,14.386572167147722,62.66193394615752
135,6.449521309757691,89.55640940830004,163.03178526354463,110.12193629336825,160.94377068365185,178.06543472732392,10.585179109729976,65.46119026582538
136,6.360218487044321,87.88959081876254,161.26301016450978,105.83852588843094,165.6633875609211,178.92576589385126,5.7109194000161745,67.47099691230775
137,5.909019419278892,88.92895323755029,156.23130987367193,96.41249999920764,164.89081944450018,172.6906940614892,1.3269490126678873,69.5490945896231
138,5.406686995677851,88.14827957266812,160.78108067343857,95.37382773315808,170.32574885042413,172.9123515622658,0.49461530341431537,70.32739526434965
139,4.9283191349236395,88.5931889328653,161.81156886289503,91.77385363988374,177.2768573026747,170.2672263346974,4.307733680101945,72.00767985561332
140,4.590703101861439,86.01967209120477,161.24139370302342,89.03863227104581,178.2904717113362,171.4214592512425,8.142655507182878,73.4789865449538
141,3.939097713185104,82.28230015495622,158.65272930158613,82.8586539474691,179.69842403698732,170.39417809871233,11.265041540134131,74.21668887112834
142,3.105034575847738,77.7385437700399,149.12925339959708,78.01528626654176,179.43580798474918,171.33919545697364,21.403624959580842,74.66790567111555
143,1.8878578141777673,76.68661423344082,138.78012252340437,72.30487401836314,179.4066821688315,167.99178820757854,30.82719286481804,74.65564572465318
144,0.851797566171679,78.02102222031465,129.91967705499843,62.59259663963111,178.75192982048847,158.85628195269254,38.96886058647577,74.84019051595108
145,3.15749252770681,73.27938413184634,133.63305743783368,53.1728299714637,177.67600801689483,149.4912074257477,41.34588098140299,74.93793848980435
146,4.6927617674825965,70.59020448882464,152.78998550540933,48.071886775319626,171.99146817622923,144.75780301453892,30.68736351535374,74.79008486894384
147,5.305033986508965,71.2362248362647,139.80454753527346,52.07484342033343,179.969031357382,143.481534543158,39.43286051541273,70.55925916953663
148,4.7521172559296945,70.57635134869304,129.04092391953776,62.22439694966096,174.03720534020707,147.60121092794157,42.78787372902993,63.47143135117114
149,4.389224554507552,73.9941561787872,127.15748482838623,65.12510737449831,167.3786500672726,143.3968557684146,40.2211989113091,58.95202744028427
150,3.908717278847694,76.19485845330152,138.8096810142375,68.836878578538,167.78080324379832,140.19839578067874,32.73604704115648,53.023235432543366
151,3.8787280093541807,77.6579306104935,147.5083671253159,78.514119498239,168.93235984272573,140.30114659381454,28.748262447515618,44.20754708991651
152,3.9117645130558456,78.85648231735829,147.2070453148092,85.61920204153827,168.94377610444357,139.29906641882386,30.65113742225179,36.90525251916684
153,4.536390514327932,77.64035772697007,151.0482332886683,103.46208712180119,171.50519150261837,140.64495037972094,31.761067493687687,19.71986287402459
154,4.866685581006394,78.50109008697473,149.10872607822688,126.98061739104504,176.61461747901694,140.54288873986218,37.287052773469306,3.0621117705873333
155,4.733425818328872,80.31839323522149,157.06575923414042,141.0453285621887,175.57451915994716,141.32423700893625,36.79064663976513,15.118377308725215
156,4.7735018329870265,81.88024332538552,167.10028943977372,148.77479475611955,167.3407919314365,142.25969164278254,34.94288271355262,20.95592682111207
157,5.396174337399313,82.73663747608728,172.06760347483325,154.5241257436841,164.85792136800464,142.59456474506794,33.38066064529475,25.332577661554065
158,7.36169782484019,82.56156856863859,169.1781776415757,162.38039717223205,169.33268521509785,143.64695829215043,34.1252757435677,31.173819883758135
159,6.956769609090171,85.84675220006034,163.96216415109444,172.3176446528236,172.43736723338588,145.05333678281139,37.53232802564956,37.05039188927985
160,6.091899905611911,86.15829957945718,168.27364118688592,178.1275725127982,165.9881480924963,148.78614035595808,37.24317879820129,39.42932809237248
161,6.497347687301907,84.48310077472655,170.64798845277352,178.38628996283646,159.90020440748063,151.24186678094088,39.24212004981025,37.74445580603337
162,7.457465627441159,81.35774775714883,172.17283508506867,178.4656516931663,156.95869047794693,154.83673541829975,40.38109457939945,35.48892508742373
163,7.113777849756799,80.56645793857793,166.1933958240752,178.7971281495404,157.84915206531184,156.6127184213062,45.66079094604464,34.24671832990167
164,7.646384883539958,78.78987485729598,168.6893847324764,175.0812976340202,150.5872853244863,158.10336854874197,47.70777741657402,29.484780764024244
165,8.123753677270997,75.95670200520334,165.86770259873018,169.3556869260726,150.29132586099735,159.87258943628376,50.60777758270753,23.39022063933526
166,5.8197889568212195,76.39347051176601,158.99894352976042,178.52160062330785,149.02807448658206,169.48652703635432,54.98190218222885,23.630318909692402
167,3.4866231362260094,78.6313344628733,152.53116510575612,178.02005318890127,148.53299701809104,173.77150332510195,58.55083203561801,22.789502582441486
168,1.5472777073288095,81.61433454876025,143.58954681931928,174.98301474881097,152.0788344258823,178.5828259033454,62.13317724411971,21.503668700113966
169,1.461552688431149,80.39856045606555,141.2051875134926,173.52789886556943,152.68133071146693,176.34211744805233,64.06256220637677,19.955193655045342
170,1.1728427655210554,83.41740036016668,130.28427353180896,170.43346096099194,161.91614706713852,177.9741755268978,67.36300781647361,8.29485155044046
171,0.6190090897431165,90.03532257976912,120.89705609960258,159.06032945119887,169.6631636522958,173.61879389622615,70.04853465510075,0.24934594432134966
172,0.8062694177408231,109.963129273666,110.87947156422386,147.84696534687495,176.47726094612054,168.71118553820182,71.46359087342782,8.333759791300178
173,1.8263346537645178,171.45426215705567,105.02379020028965,142.7170634427565,178.57215313808595,169.145274061967,72.20282181628167,15.336200435946614
174,1.7213524960762543,143.46026949846348,98.2106156115642,137.24680322154205,169.6606749466634,155.28693507133823,73.17412638507682,14.364367662229082
175,1.3284426977801314,130.3884744025193,82.62953114793687,130.54364591775578,151.1193251425045,147.18254945257073,74.11376253267271,17.1739990202198
176,0.8074664247368606,117.4089660184644,75.87414999663973,117.11725829596642,144.81335912637877,139.80785871643022,74.79412388733316,25.109082485538476
177,1.5250233559833004,144.4111523805719,70.27392062547351,113.76799735103596,142.90683629050045,146.53887490161551,74.9438988321001,31.871472152039683
178,0.8848279935709275,115.81854796601637,66.78631071493564,102.8340328494205,139.98728508608167,146.9158776018017,75.36405732751182,42.61819519794448
179,1.2066957374176406,132.1794152255065,57.77764453049226,111.50209511906466,130.62296374292444,149.88331706492497,75.66327631530388,41.03971875513743
180,1.650128419623556,162.46500470423476,51.43556248470433,102.87192257855527,121.47229009159305,143.60029352513203,75.3701861561777,45.69595430514015
181,2.073980958264494,177.76235922581606,56.95552701681282,114.02279961869297,130.76702142096622,153.78729769160776,72.13802428197634,44.84801296924293
182,4.430128275966393,100.14866195927596,79.85071841210646,115.579538970257,147.56526940614066,156.84409535894125,60.16943864971352,46.11044277224334
183,4.746267418712744,97.1691818452261,86.25164430951367,128.42092635941742,151.25348113718363,163.612413015359,54.18017943474251,41.56751854430947
184,4.318178966804755,96.75483467165299,95.46649927578339,125.12863363001127,151.55417097681453,155.99423659903113,46.8174771167672,41.74872542911705
185,3.697053342811166,106.6003011955554,90.39307231891263,133.11132539062757,141.3219461978022,165.54757099348322,44.626427701542795,39.880312366336035
186,4.153963395906758,98.87638610967237,98.6787739461409,128.16567590759195,137.00095169062232,162.59923227810327,33.034123726917734,42.94301583379471
187,5.005525626939002,83.09825755032276,117.43894280220748,128.5239122697958,136.27312150223472,158.0482412279361,13.795689916566324,42.82569324671453
188,5.90349235113534,76.95089316673116,135.1154768787876,133.6109496489153,137.49591450407553,161.4041972772582,5.237191888043415,43.48244859692073
189,6.811035510111349,74.8449456133842,153.75860863572882,136.59638331021935,145.21239923634434,164.55889879684085,20.94445010657832,44.684543767393485
190,7.360182487372419,74.02820660415742,176.2627085644311,143.79123584953356,152.2482946897121,171.50219274856747,36.908140540457346,44.42936784779248
191,7.277191924029596,75.55881052676082,175.50278835211506,150.18264208947315,155.8004306855386,179.6395414306223,41.60788784136682,44.38083727892698
192,6.064572830600663,77.20542973647676,166.7425788552101,155.6673353794925,159.20688553352838,173.0765248611556,44.760614664031685,43.71582047160159
193,6.158314740543618,75.68173254402754,161.33682434436724,157.77656718888215,160.12640048667737,171.58018846558923,47.13934090620924,44.03206723870275
194,6.239479085115637,75.23080383556203,158.06498844560096,156.25724867671852,162.06677173966673,171.23392926692074,48.131074838734165,45.99098775511745
195,6.965287296224814,75.08714006660063,178.18593161646777,155.64571810293143,151.8984074715052,170.5405345773907,38.337491288481004,47.75144771229974
196,6.285770311736711,76.09511539155771,172.81828110786498,153.81197641012753,157.3423601078374,169.2853604891682,38.78747158272456,49.906082688102664
197,6.671964901145645,76.67615110779143,177.73540263481405,151.8230477141837,154.1548788614876,168.27010668754542,32.99209735374335,52.38550040259204
198,6.299746957625698,78.76999421355748,178.05803558300076,151.61628771314517,156.46576447849787,163.21106316561853,34.78702804958705,54.948304402813235
199,5.149431394093382,78.05368425951491,178.94451255777918,144.52635180091767,160.40543726358158,166.42403482310652,30.277473265659964,58.10675242035224
200,4.981972887568251,77.59611351866612,173.16121843967514,144.48657803713232,158.21891348407453,164.23555110148004,24.121929594231563,60.19494895421858
201,4.988807019746639,77.56666023595707,163.72019035401303,142.95232071621047,157.93283494436858,163.82910867247844,16.440316725945983,62.434886936442716
202,5.73987348097653,76.44094022655531,168.62271243051345,134.89174418450227,162.90194605403664,172.1615757257069,17.85584459832702,64.45485587358138
203,6.61228411336764,75.88447842953168,153.8189747968512,123.29485270344439,158.44761183288108,175.29768386029798,6.650951464231036,66.15993932313799
204,7.75829619699699,76.79082368044266,148.97215942091498,114.09259853732651,157.50079278549578,166.52072069257147,0.8966392144167156,68.05496010597014
205,8.040560422103296,77.36013510861919,143.8712267846332,104.41915967758327,154.83221982326805,158.29228423546357,3.7752593118274933,69.80942523154005
206,7.998801272939707,78.02796177547692,133.47210518634319,104.23796157089149,156.95458839879873,159.7220616793323,14.906920269460967,71.0488585528367
207,9.109415262234178,79.16805674036308,139.36931317648123,106.71828893266859,159.4202361784261,163.33982742853667,14.513224394268512,72.62101643072683
208,8.397305714133742,81.9772894112914,131.8034385537295,105.5667866042753,154.2556339228165,164.6553402765194,21.086978417439692,73.18755648960726
209,8.427883580973345,83.45278684555468,122.61340486457614,102.78961100595376,151.4531752409331,163.68710531746268,27.87227666923368,73.23996762968896
210,8.382144784721651,84.76160816797483,98.14582949103661,94.21108184654315,142.7675293502762,158.1973384877856,43.92429628241328,74.50248623710677
211,5.257601663447019,89.75352430074102,92.7074193572365,88.48808727719553,144.55877574265097,152.73969232197086,51.90350498916792,73.19473944888782
212,5.469439469662906,86.91091270893631,105.22995855051039,81.50556634682663,153.51914851981257,144.04299692608112,48.41016340568906,73.35300547273319
213,5.269686777790299,83.85474367640239,79.93422898847953,72.00590694834739,132.37768397744455,131.4617678864651,56.77735161463249,72.20194361611726
214,5.531519211970811,80.29328603780942,90.03420228524845,61.914956199035416,125.71690723925005,118.3183923137751,48.77689360445036,71.81452967953415
215,5.329778312633195,88.38319278695167,102.39680610895432,62.37636579666352,135.32754044002294,124.04761357805143,45.42901426002239,70.40567875664271
216,5.417939476161129,85.97984133310442,85.29245957758287,50.73074132974753,120.61203603961754,111.29076650996124,52.398625803043934,71.30980600237349
217,5.341122957937338,90.87279338896599,109.0827993245782,54.806863730654705,137.19091579053054,117.81319183958402,42.54793299830558,69.41877651157516
218,5.852104735594613,93.83273886417244,127.14028716358042,64.87756756693175,151.5173107073084,124.14268297141624,37.96148974759955,62.818073661057575
219,5.9393612745243605,94.84389685904259,138.6288582956556,74.61470380525704,156.2779785803699,124.22858504341751,31.196900465948506,53.38295033276478
220,6.066215247980696,96.72129659071445,141.94112150163338,80.77290680080537,162.05079266214284,124.49034097176498,32.29064446647575,44.860951479779054
221,7.868774576460689,97.32990232423981,146.44474759837843,89.78249543265044,172.03140802032289,126.48977704353216,34.99906031683017,36.0860494231557
222,8.452599520743572,92.27042665690391,147.9649225270675,105.02737720772652,171.3891389501443,120.1148467765788,37.092842838003975,19.221362665124463
223,8.102646934240687,88.2313757580548,143.72508574600843,124.41127275100641,162.48532616431214,115.19540664998937,39.733786110955414,0.2620623396828523
224,8.239851715412323,86.92123460366635,150.8522128568209,147.15147933759016,171.44741618223924,116.3128968406595,40.42099869707037,20.526033742441903
225,7.712454105651931,87.79989151540322,154.02674506422025,149.37370095234482,174.65755842165962,111.35511204788057,41.95298292846373,26.50999289351258
226,7.750129749192214,83.33418379536941,158.5746979292368,159.16346076214188,176.58401640296003,110.73075874349067,43.622967035111905,33.03497040461766
227,8.363868581235353,81.07924225832832,157.9977852862158,139.3494023921328,174.1719174940356,112.28792733467958,46.570390683543,9.23525826767869
228,8.878067620324297,74.8575976747108,151.6138768573907,145.93582594467554,178.00865952587867,177.35134992553412,49.8220295532683,55.451545201470786
229,9.366697510260549,70.23547372744113,151.1916010233416,155.38148542057485,178.41656533404912,174.17853386324816,51.682145443020026,57.87720581106706
230,8.2571716403572,77.8009863815837,158.1022284474973,158.4900307404576,169.6860990041081,163.50564960933713,54.60214850051002,60.12258864685997
231,10.135742699527006,85.18632994483491,153.93713871577313,179.48835338152918,167.79298538630297,138.07029230977093,57.67973996465432,31.116348924498098
232,26.108206551959093,74.90359729280944,149.48467901764846,157.52634296624515,170.71677178149565,154.5641929562602,60.36251244549518,15.531211914655817
233,85.95788749448901,72.2713479675565,147.06059668483908,127.42609015290715,161.87213629110235,148.67164781268553,63.59978088164002,40.83529591155827
234,52.939899411395984,84.6082354529768,151.6004550379614,122.9895842078352,150.27932041486548,159.12679329860836,66.1251715434963,44.27242321244156
235,9.770645826756736,111.43544466131748,144.8646619806759,119.45289238826317,151.5810944487707,153.84469258963117,69.82458746659064,74.58496754271056
236,5.928561158203342,118.11047858910504,132.38678943142654,137.43028822350468,158.4919660400793,135.35987713453628,72.2539634374338,69.59893751335376
237,4.348186537423277,118.98630748187378,132.02984774885144,95.46357421820774,158.78728634695446,177.25383856500062,72.81877987825341,65.89019135563562
238,2.5445431064783968,117.42096121942625,124.37141652815583,67.1569164731142,166.93650683382046,150.2887409946984,73.94745231153595,66.02478552421252
